County,State,Commodity,Value
Berkshire,MA,Chicory,2.0
Berkshire,MA,Cucumbers,44.0
Berkshire,MA,Daikon,6.0
Berkshire,MA,Eggplant,20.0
Berkshire,MA,Escarole & endive,2.0
Berkshire,MA,Garlic,41.0
Berkshire,MA,Ginger root,2.0
Berkshire,MA,Greens,54.0
Berkshire,MA,Herbs,30.0
Berkshire,MA,Horseradish,2.0
Berkshire,MA,Lettuce,90.0
Berkshire,MA,Melons,8.0
Berkshire,MA,Onions,40.0
Berkshire,MA,Parsley,18.0
Berkshire,MA,Peas,30.0
Berkshire,MA,Peppers,62.0
Berkshire,MA,Potatoes,65.0
Berkshire,MA,Pumpkins,174.0
Berkshire,MA,Radishes,22.0
Berkshire,MA,Rhubarb,18.0
Berkshire,MA,Spinach,22.0
Berkshire,MA,Squash,274.0
Berkshire,MA,Sweet corn,165.0
Berkshire,MA,Sweet potatoes,10.0
Berkshire,MA,Tomatoes,64.0
Berkshire,MA,Turnips,18.0
Berkshire,MA,Vegetable totals,1791452.0
Berkshire,MA,"Vegetables, other",94.0
Berkshire,MA,Watercress,6.0
Bernalillo,NM,Artichokes,6.0
Bernalillo,NM,Beans,42.0
Bernalillo,NM,Beets,34.0
Bernalillo,NM,Broccoli,6.0
Bernalillo,NM,Cabbage,4.0
Bernalillo,NM,Carrots,52.0
Bernalillo,NM,Cauliflower,8.0
Bernalillo,NM,Celery,6.0
Bernalillo,NM,Cucumbers,42.0
Bernalillo,NM,Daikon,24.0
Bernalillo,NM,Eggplant,24.0
Bernalillo,NM,Garlic,92.0
Bernalillo,NM,Greens,66.0
Bernalillo,NM,Herbs,32.0
Bernalillo,NM,Lettuce,158.0
Bernalillo,NM,Melons,54.0
Bernalillo,NM,Okra,22.0
Bernalillo,NM,Onions,77.0
Bernalillo,NM,Parsley,4.0
Bernalillo,NM,Peas,44.0
Bernalillo,NM,Peppers,156.0
Bernalillo,NM,Potatoes,55.0
Bernalillo,NM,Pumpkins,26.0
Bernalillo,NM,Radishes,26.0
Bernalillo,NM,Rhubarb,8.0
Bernalillo,NM,Spinach,24.0
Bernalillo,NM,Squash,231.0
Bernalillo,NM,Sweet corn,42.0
Bernalillo,NM,Sweet potatoes,20.0
Bernalillo,NM,Tomatoes,223.0
Bernalillo,NM,Turnips,40.0
Bernalillo,NM,Vegetable totals,812557.0
Bernalillo,NM,"Vegetables, other",92.0
Berrien,GA,Beans,2.0
Berrien,GA,Cabbage,2.0
Berrien,GA,Cucumbers,2.0
Berrien,GA,Eggplant,2.0
Berrien,GA,Greens,2.0
Berrien,GA,Melons,1634.0
Berrien,GA,Okra,2.0
Berrien,GA,Peas,22.0
Berrien,GA,Peppers,8.0
Berrien,GA,Squash,4.0
Berrien,GA,Sweet corn,22.0
Berrien,GA,Sweet potatoes,12.0
Berrien,GA,Tomatoes,4.0
Berrien,GA,Vegetable totals,5381970.0
Berrien,MI,Artichokes,4.0
Berrien,MI,Asparagus,190.0
Berrien,MI,Beans,310.0
Berrien,MI,Beets,26.0
Berrien,MI,Broccoli,63.0
Berrien,MI,Brussels sprouts,33.0
Berrien,MI,Cabbage,244.0
Berrien,MI,Carrots,26.0
Berrien,MI,Cauliflower,54.0
Berrien,MI,Cucumbers,3450.0
Berrien,MI,Daikon,4.0
Berrien,MI,Eggplant,26.0
Berrien,MI,Garlic,10.0
Berrien,MI,Greens,72.0
Berrien,MI,Herbs,24.0
Berrien,MI,Horseradish,6.0
Berrien,MI,Lettuce,26.0
Berrien,MI,Melons,160.0
Berrien,MI,Okra,28.0
Berrien,MI,Onions,52.0
Berrien,MI,Parsley,10.0
Berrien,MI,Peas,31.0
Berrien,MI,Peppers,1541.0
Berrien,MI,Potatoes,178.0
Berrien,MI,Pumpkins,310.0
Berrien,MI,Radishes,20.0
Berrien,MI,Rhubarb,32.0
Berrien,MI,Spinach,18.0
Berrien,MI,Squash,5156.0
Berrien,MI,Sweet corn,661.0
Berrien,MI,Sweet potatoes,10.0
Berrien,MI,Tomatoes,1943.0
Berrien,MI,Turnips,18.0
Berrien,MI,Vegetable totals,41372110.0
Berrien,MI,"Vegetables, other",32.0
Bertie,NC,Asparagus,2.0
Bertie,NC,Beans,4.0
Bertie,NC,Beets,4.0
Bertie,NC,Broccoli,6.0
Bertie,NC,Cabbage,12.0
Bertie,NC,Cucumbers,8.0
Bertie,NC,Eggplant,6.0
Bertie,NC,Greens,18.0
Bertie,NC,Lettuce,12.0
Bertie,NC,Melons,8.0
Bertie,NC,Okra,4.0
Bertie,NC,Peppers,14.0
Bertie,NC,Potatoes,6.0
Bertie,NC,Squash,18.0
Bertie,NC,Sweet corn,2.0
Bertie,NC,Sweet potatoes,10.0
Bertie,NC,Tomatoes,18.0
Bertie,NC,Turnips,4.0
Bertie,NC,Vegetable totals,5254595.0
Bexar,TX,Beans,14.0
Bexar,TX,Cabbage,4.0
Bexar,TX,Cucumbers,2.0
Bexar,TX,Eggplant,10.0
Bexar,TX,Garlic,4.0
Bexar,TX,Greens,7.0
Bexar,TX,Herbs,12.0
Bexar,TX,Melons,20.0
Bexar,TX,Okra,11.0
Bexar,TX,Onions,10.0
Bexar,TX,Peas,2.0
Bexar,TX,Peppers,18.0
Bexar,TX,Radishes,2.0
Bexar,TX,Spinach,4.0
Bexar,TX,Squash,48.0
Bexar,TX,Tomatoes,60.0
Bexar,TX,Vegetable totals,3908749.0
Bibb,AL,Beans,4.0
Bibb,AL,Broccoli,2.0
Bibb,AL,Cabbage,2.0
Bibb,AL,Carrots,2.0
Bibb,AL,Eggplant,2.0
Bibb,AL,Melons,2.0
Bibb,AL,Okra,2.0
Bibb,AL,Peas,10.0
Bibb,AL,Sweet corn,4.0
Bibb,AL,Tomatoes,4.0
Bibb,AL,Vegetable totals,16040.0
Bibb,AL,"Vegetables, other",2.0
Bibb,GA,Melons,4.0
Bibb,GA,Peas,2.0
Bibb,GA,Tomatoes,4.0
Bibb,GA,Vegetable totals,11036.0
Bienville,LA,Cucumbers,2.0
Bienville,LA,Eggplant,2.0
Bienville,LA,Greens,4.0
Bienville,LA,Lettuce,4.0
Bienville,LA,Melons,148.0
Bienville,LA,Peas,28.0
Bienville,LA,Peppers,4.0
Bienville,LA,Potatoes,2.0
Bienville,LA,Pumpkins,2.0
Bienville,LA,Radishes,2.0
Bienville,LA,Squash,8.0
Bienville,LA,Sweet corn,4.0
Bienville,LA,Tomatoes,4.0
Bienville,LA,Turnips,2.0
Bienville,LA,Vegetable totals,85286.0
Big horn,MT,Beans,2.0
Big horn,MT,Sweet corn,2.0
Big horn,MT,Vegetable totals,6.0
Big horn,WY,Beans,2.0
Big horn,WY,Cucumbers,2.0
Big horn,WY,Squash,4.0
Big horn,WY,Tomatoes,2.0
Big horn,WY,Vegetable totals,12.0
Big horn,WY,"Vegetables, other",2.0
Big stone,MN,Garlic,2.0
Big stone,MN,Tomatoes,4.0
Big stone,MN,Vegetable totals,40018.0
Billings,ND,Beets,2.0
Billings,ND,Potatoes,3.0
Billings,ND,Squash,4.0
Billings,ND,Vegetable totals,6.0
Bingham,ID,Asparagus,4.0
Bingham,ID,Beans,22.0
Bingham,ID,Beets,24.0
Bingham,ID,Broccoli,8.0
Bingham,ID,Cabbage,16.0
Bingham,ID,Carrots,18.0
Bingham,ID,Cauliflower,8.0
Bingham,ID,Cucumbers,24.0
Bingham,ID,Eggplant,2.0
Bingham,ID,Garlic,24.0
Bingham,ID,Greens,6.0
Bingham,ID,Herbs,14.0
Bingham,ID,Lettuce,48.0
Bingham,ID,Melons,12.0
Bingham,ID,Onions,18.0
Bingham,ID,Peas,4.0
Bingham,ID,Peppers,10.0
Bingham,ID,Potatoes,67495.0
Bingham,ID,Pumpkins,1582.0
Bingham,ID,Radishes,2.0
Bingham,ID,Rhubarb,2.0
Bingham,ID,Spinach,2.0
Bingham,ID,Squash,34.0
Bingham,ID,Sweet corn,16.0
Bingham,ID,Tomatoes,16.0
Bingham,ID,Turnips,2.0
Bingham,ID,Vegetable totals,198964915.0
Bingham,ID,"Vegetables, other",4.0
Black hawk,IA,Asparagus,4.0
Black hawk,IA,Beans,6.0
Black hawk,IA,Beets,2.0
Black hawk,IA,Broccoli,4.0
Black hawk,IA,Cabbage,6.0
Black hawk,IA,Carrots,2.0
Black hawk,IA,Cauliflower,4.0
Black hawk,IA,Cucumbers,12.0
Black hawk,IA,Eggplant,4.0
Black hawk,IA,Greens,8.0
Black hawk,IA,Lettuce,10.0
Black hawk,IA,Melons,8.0
Black hawk,IA,Onions,18.0
Black hawk,IA,Parsley,2.0
Black hawk,IA,Peas,6.0
Black hawk,IA,Peppers,24.0
Black hawk,IA,Potatoes,22.0
Black hawk,IA,Pumpkins,30.0
Black hawk,IA,Radishes,4.0
Black hawk,IA,Rhubarb,6.0
Black hawk,IA,Spinach,2.0
Black hawk,IA,Squash,72.0
Black hawk,IA,Sweet corn,64.0
Black hawk,IA,Tomatoes,28.0
Black hawk,IA,Vegetable totals,424359.0
Blackford,IN,Eggplant,4.0
Blackford,IN,Greens,4.0
Blackford,IN,Herbs,4.0
Blackford,IN,Horseradish,4.0
Blackford,IN,Parsley,4.0
Blackford,IN,Radishes,4.0
Blackford,IN,Sweet corn,6.0
Blackford,IN,Turnips,4.0
Blackford,IN,Vegetable totals,4039.0
Bladen,NC,Asparagus,8.0
Bladen,NC,Beans,6.0
Bladen,NC,Cucumbers,6.0
Bladen,NC,Greens,8.0
Bladen,NC,Melons,46.0
Bladen,NC,Okra,6.0
Bladen,NC,Onions,2.0
Bladen,NC,Peas,54.0
Bladen,NC,Peppers,2.0
Bladen,NC,Potatoes,34.0
Bladen,NC,Squash,4.0
Bladen,NC,Sweet corn,30.0
Bladen,NC,Sweet potatoes,285.0
Bladen,NC,Tomatoes,12.0
Bladen,NC,Vegetable totals,2007636.0
Bladen,NC,"Vegetables, other",152.0
Blaine,ID,Beans,6.0
Blaine,ID,Beets,8.0
Blaine,ID,Lettuce,16.0
Blaine,ID,Potatoes,2.0
Blaine,ID,Squash,12.0
Blaine,ID,Vegetable totals,26.0
Blaine,MT,Beans,5.0
Blaine,MT,Beets,5.0
Blaine,MT,Carrots,5.0
Blaine,MT,Cucumbers,5.0
Blaine,MT,Garlic,2.0
Blaine,MT,Melons,2.0
Blaine,MT,Onions,4.0
Blaine,MT,Peas,5.0
Blaine,MT,Potatoes,4.0
Blaine,MT,Pumpkins,2.0
Blaine,MT,Squash,22.0
Blaine,MT,Sweet corn,4.0
Blaine,MT,Tomatoes,6.0
Blaine,MT,Vegetable totals,53046.0
Blaine,OK,Melons,4.0
Blaine,OK,Okra,2.0
Blaine,OK,Peas,4.0
Blaine,OK,Squash,4.0
Blaine,OK,Sweet potatoes,6.0
Blaine,OK,Tomatoes,2.0
Blaine,OK,Vegetable totals,1345.0
Blair,PA,Beans,28.0
Blair,PA,Beets,4.0
Blair,PA,Broccoli,8.0
Blair,PA,Cabbage,18.0
Blair,PA,Cauliflower,4.0
Blair,PA,Cucumbers,25.0
Blair,PA,Eggplant,2.0
Blair,PA,Lettuce,16.0
Blair,PA,Melons,120.0
Blair,PA,Onions,8.0
Blair,PA,Peppers,24.0
Blair,PA,Potatoes,20.0
Blair,PA,Pumpkins,18.0
Blair,PA,Squash,80.0
Blair,PA,Sweet corn,131.0
Blair,PA,Sweet potatoes,2.0
Blair,PA,Tomatoes,42.0
Blair,PA,Vegetable totals,1232922.0
Blair,PA,"Vegetables, other",12.0
Blanco,TX,Beans,2.0
Blanco,TX,Cucumbers,2.0
Blanco,TX,Garlic,2.0
Blanco,TX,Herbs,2.0
Blanco,TX,Melons,8.0
Blanco,TX,Peas,2.0
Blanco,TX,Peppers,2.0
Blanco,TX,Potatoes,2.0
Blanco,TX,Squash,4.0
Blanco,TX,Sweet corn,2.0
Blanco,TX,Tomatoes,4.0
Blanco,TX,Turnips,2.0
Blanco,TX,Vegetable totals,12.0
Bland,VA,Beets,2.0
Bland,VA,Cucumbers,2.0
Bland,VA,Potatoes,4.0
Bland,VA,Pumpkins,6.0
Bland,VA,Squash,4.0
Bland,VA,Sweet corn,2.0
Bland,VA,Tomatoes,4.0
Bland,VA,Vegetable totals,27.0
Bleckley,GA,Beans,2.0
Bleckley,GA,Potatoes,2.0
Bleckley,GA,Vegetable totals,7.0
Bledsoe,TN,Beans,32.0
Bledsoe,TN,Beets,4.0
Bledsoe,TN,Broccoli,2.0
Bledsoe,TN,Cabbage,30.0
Bledsoe,TN,Carrots,2.0
Bledsoe,TN,Cauliflower,2.0
Bledsoe,TN,Cucumbers,62.0
Bledsoe,TN,Eggplant,4.0
Bledsoe,TN,Greens,16.0
Bledsoe,TN,Herbs,8.0
Bledsoe,TN,Lettuce,30.0
Bledsoe,TN,Melons,40.0
Bledsoe,TN,Okra,4.0
Bledsoe,TN,Onions,8.0
Bledsoe,TN,Peas,15.0
Bledsoe,TN,Peppers,258.0
Bledsoe,TN,Potatoes,22.0
Bledsoe,TN,Pumpkins,123.0
Bledsoe,TN,Radishes,4.0
Bledsoe,TN,Squash,179.0
Bledsoe,TN,Sweet corn,44.0
Bledsoe,TN,Sweet potatoes,5.0
Bledsoe,TN,Tomatoes,310.0
Bledsoe,TN,Turnips,4.0
Bledsoe,TN,Vegetable totals,6325965.0
Blount,AL,Beans,100.0
Blount,AL,Beets,2.0
Blount,AL,Broccoli,12.0
Blount,AL,Cabbage,16.0
Blount,AL,Carrots,2.0
Blount,AL,Cauliflower,2.0
Blount,AL,Cucumbers,42.0
Blount,AL,Eggplant,12.0
Blount,AL,Greens,14.0
Blount,AL,Herbs,8.0
Blount,AL,Lettuce,18.0
Blount,AL,Melons,162.0
Blount,AL,Okra,60.0
Blount,AL,Onions,2.0
Blount,AL,Peas,16.0
Blount,AL,Peppers,86.0
Blount,AL,Potatoes,46.0
Blount,AL,Pumpkins,2.0
Blount,AL,Squash,160.0
Blount,AL,Sweet corn,94.0
Blount,AL,Sweet potatoes,2.0
Blount,AL,Tomatoes,850.0
Blount,AL,Turnips,6.0
Blount,AL,Vegetable totals,4830283.0
Blount,AL,"Vegetables, other",4.0
Blount,TN,Asparagus,2.0
Blount,TN,Beans,90.0
Blount,TN,Beets,8.0
Blount,TN,Broccoli,4.0
Blount,TN,Cabbage,14.0
Blount,TN,Cauliflower,4.0
Blount,TN,Cucumbers,20.0
Blount,TN,Eggplant,6.0
Blount,TN,Garlic,2.0
Blount,TN,Greens,41.0
Blount,TN,Herbs,22.0
Blount,TN,Lettuce,32.0
Blount,TN,Melons,114.0
Blount,TN,Okra,62.0
Blount,TN,Onions,30.0
Blount,TN,Peas,6.0
Blount,TN,Peppers,84.0
Blount,TN,Potatoes,32.0
Blount,TN,Pumpkins,8.0
Blount,TN,Radishes,8.0
Blount,TN,Spinach,2.0
Blount,TN,Squash,66.0
Blount,TN,Sweet corn,110.0
Blount,TN,Sweet potatoes,22.0
Blount,TN,Tomatoes,124.0
Blount,TN,Turnips,4.0
Blount,TN,Vegetable totals,570032.0
Blount,TN,"Vegetables, other",21.0
Blue earth,MN,Beans,4.0
Blue earth,MN,Broccoli,2.0
Blue earth,MN,Brussels sprouts,2.0
Blue earth,MN,Cabbage,4.0
Blue earth,MN,Cucumbers,10.0
Blue earth,MN,Eggplant,2.0
Blue earth,MN,Herbs,2.0
Blue earth,MN,Melons,12.0
Blue earth,MN,Okra,2.0
Blue earth,MN,Onions,2.0
Blue earth,MN,Peas,688.0
Blue earth,MN,Peppers,6.0
Blue earth,MN,Potatoes,2.0
Blue earth,MN,Pumpkins,48.0
Blue earth,MN,Squash,16.0
Blue earth,MN,Sweet corn,785.0
Blue earth,MN,Tomatoes,12.0
Blue earth,MN,Vegetable totals,1634825.0
Bolivar,MS,Beans,10.0
Bolivar,MS,Cucumbers,2.0
Bolivar,MS,Eggplant,2.0
Bolivar,MS,Garlic,24.0
Bolivar,MS,Greens,24.0
Bolivar,MS,Melons,24.0
Bolivar,MS,Okra,10.0
Bolivar,MS,Peas,90.0
Bolivar,MS,Squash,16.0
Bolivar,MS,Sweet corn,26.0
Bolivar,MS,Sweet potatoes,216.0
Bolivar,MS,Tomatoes,14.0
Bolivar,MS,Vegetable totals,667.0
Bollinger,MO,Asparagus,2.0
Bollinger,MO,Beans,6.0
Bollinger,MO,Broccoli,2.0
Bollinger,MO,Brussels sprouts,2.0
Bollinger,MO,Cabbage,2.0
Bollinger,MO,Cucumbers,14.0
Bollinger,MO,Garlic,4.0
Bollinger,MO,Greens,2.0
Bollinger,MO,Lettuce,4.0
Bollinger,MO,Melons,6.0
Bollinger,MO,Onions,4.0
Bollinger,MO,Peppers,4.0
Bollinger,MO,Squash,28.0
Bollinger,MO,Sweet corn,12.0
Bollinger,MO,Tomatoes,6.0
Bollinger,MO,Vegetable totals,19086.0
Bon homme,SD,Asparagus,2.0
Bon homme,SD,Beans,2.0
Bon homme,SD,Cabbage,2.0
Bon homme,SD,Cucumbers,2.0
Bon homme,SD,Melons,4.0
Bon homme,SD,Peas,2.0
Bon homme,SD,Tomatoes,2.0
Bon homme,SD,Vegetable totals,6.0
Bond,IL,Asparagus,2.0
Bond,IL,Beans,4.0
Bond,IL,Broccoli,2.0
Bond,IL,Cabbage,4.0
Bond,IL,Cucumbers,2.0
Bond,IL,Eggplant,2.0
Bond,IL,Garlic,2.0
Bond,IL,Greens,8.0
Bond,IL,Lettuce,6.0
Bond,IL,Melons,4.0
Bond,IL,Okra,2.0
Bond,IL,Onions,4.0
Bond,IL,Peas,4.0
Bond,IL,Peppers,4.0
Bond,IL,Potatoes,2.0
Bond,IL,Pumpkins,2.0
Bond,IL,Radishes,2.0
Bond,IL,Rhubarb,2.0
Bond,IL,Spinach,2.0
Bond,IL,Squash,8.0
Bond,IL,Sweet potatoes,2.0
Bond,IL,Tomatoes,6.0
Bond,IL,Turnips,2.0
Bond,IL,Vegetable totals,79068.0
Bond,IL,"Vegetables, other",4.0
Bonner,ID,Asparagus,4.0
Bonner,ID,Beans,55.0
Bonner,ID,Beets,34.0
Bonner,ID,Broccoli,14.0
Bonner,ID,Cabbage,74.0
Bonner,ID,Carrots,28.0
Bonner,ID,Cauliflower,8.0
Bonner,ID,Celery,4.0
Bonner,ID,Chicory,4.0
Bonner,ID,Cucumbers,30.0
Bonner,ID,Eggplant,2.0
Bonner,ID,Garlic,66.0
Bonner,ID,Ginger root,8.0
Bonner,ID,Greens,38.0
Bonner,ID,Herbs,30.0
Bonner,ID,Lettuce,172.0
Bonner,ID,Melons,26.0
Bonner,ID,Onions,48.0
Bonner,ID,Parsley,2.0
Bonner,ID,Peas,32.0
Bonner,ID,Peppers,38.0
Bonner,ID,Potatoes,66.0
Bonner,ID,Pumpkins,40.0
Bonner,ID,Radishes,16.0
Bonner,ID,Rhubarb,2.0
Bonner,ID,Spinach,16.0
Bonner,ID,Squash,116.0
Bonner,ID,Sweet corn,30.0
Bonner,ID,Tomatoes,58.0
Bonner,ID,Turnips,12.0
Bonner,ID,Vegetable totals,464694.0
Bonner,ID,"Vegetables, other",40.0
Bonneville,ID,Asparagus,4.0
Bonneville,ID,Beans,11.0
Bonneville,ID,Beets,11.0
Bonneville,ID,Cabbage,4.0
Bonneville,ID,Carrots,11.0
Bonneville,ID,Cucumbers,6.0
Bonneville,ID,Garlic,10.0
Bonneville,ID,Herbs,4.0
Bonneville,ID,Potatoes,16782.0
Bonneville,ID,Pumpkins,6.0
Bonneville,ID,Squash,12.0
Bonneville,ID,Sweet corn,4.0
Bonneville,ID,Tomatoes,12.0
Bonneville,ID,Vegetable totals,45277446.0
Boone,AR,Asparagus,2.0
Boone,AR,Beans,22.0
Boone,AR,Cauliflower,2.0
Boone,AR,Cucumbers,18.0
Boone,AR,Greens,2.0
Boone,AR,Melons,15.0
Boone,AR,Okra,21.0
Boone,AR,Onions,6.0
Boone,AR,Peppers,10.0
Boone,AR,Pumpkins,2.0
Boone,AR,Radishes,2.0
Boone,AR,Spinach,2.0
Boone,AR,Squash,48.0
Boone,AR,Sweet corn,30.0
Boone,AR,Sweet potatoes,14.0
Boone,AR,Tomatoes,42.0
Boone,AR,Turnips,4.0
Boone,AR,Vegetable totals,173.0
Boone,IL,Asparagus,12.0
Boone,IL,Beans,14.0
Boone,IL,Beets,16.0
Boone,IL,Broccoli,20.0
Boone,IL,Brussels sprouts,16.0
Boone,IL,Cabbage,32.0
Boone,IL,Carrots,16.0
Boone,IL,Cauliflower,2.0
Boone,IL,Celery,14.0
Boone,IL,Chicory,12.0
Boone,IL,Cucumbers,16.0
Boone,IL,Daikon,2.0
Boone,IL,Eggplant,16.0
Boone,IL,Garlic,18.0
Boone,IL,Greens,60.0
Boone,IL,Herbs,16.0
Boone,IL,Lettuce,82.0
Boone,IL,Melons,6.0
Boone,IL,Onions,36.0
Boone,IL,Parsley,2.0
Boone,IL,Peas,16.0
Boone,IL,Peppers,30.0
Boone,IL,Potatoes,4.0
Boone,IL,Pumpkins,72.0
Boone,IL,Radishes,16.0
Boone,IL,Rhubarb,14.0
Boone,IL,Spinach,18.0
Boone,IL,Squash,78.0
Boone,IL,Sweet corn,21.0
Boone,IL,Tomatoes,40.0
Boone,IL,Turnips,16.0
Boone,IL,Vegetable totals,1609532.0
Boone,IL,"Vegetables, other",4.0
Boone,IN,Asparagus,2.0
Boone,IN,Beans,19.0
Boone,IN,Cabbage,6.0
Boone,IN,Cucumbers,10.0
Boone,IN,Eggplant,8.0
Boone,IN,Herbs,2.0
Boone,IN,Lettuce,4.0
Boone,IN,Melons,4.0
Boone,IN,Okra,2.0
Boone,IN,Peppers,26.0
Boone,IN,Potatoes,16.0
Boone,IN,Pumpkins,44.0
Boone,IN,Radishes,12.0
Boone,IN,Rhubarb,2.0
Boone,IN,Spinach,4.0
Boone,IN,Squash,32.0
Boone,IN,Sweet corn,56.0
Boone,IN,Tomatoes,39.0
Boone,IN,Vegetable totals,266220.0
Boone,IN,"Vegetables, other",2.0
Boone,IA,Asparagus,6.0
Boone,IA,Beans,16.0
Boone,IA,Beets,10.0
Boone,IA,Broccoli,12.0
Boone,IA,Cabbage,16.0
Boone,IA,Carrots,12.0
Boone,IA,Cauliflower,4.0
Boone,IA,Celery,4.0
Boone,IA,Cucumbers,24.0
Boone,IA,Daikon,2.0
Boone,IA,Eggplant,10.0
Boone,IA,Garlic,4.0
Boone,IA,Greens,6.0
Boone,IA,Herbs,6.0
Boone,IA,Lettuce,20.0
Boone,IA,Melons,22.0
Boone,IA,Okra,2.0
Boone,IA,Onions,20.0
Boone,IA,Parsley,4.0
Boone,IA,Peas,12.0
Boone,IA,Peppers,20.0
Boone,IA,Potatoes,30.0
Boone,IA,Pumpkins,40.0
Boone,IA,Radishes,2.0
Boone,IA,Rhubarb,2.0
Boone,IA,Squash,30.0
Boone,IA,Sweet corn,177.0
Boone,IA,Sweet potatoes,8.0
Boone,IA,Tomatoes,12.0
Boone,IA,Turnips,2.0
Boone,IA,Vegetable totals,380013.0
Boone,IA,"Vegetables, other",2.0
Boone,KY,Beans,70.0
Boone,KY,Beets,6.0
Boone,KY,Broccoli,30.0
Boone,KY,Cabbage,32.0
Boone,KY,Carrots,2.0
Boone,KY,Cauliflower,2.0
Boone,KY,Cucumbers,26.0
Boone,KY,Eggplant,12.0
Boone,KY,Greens,20.0
Boone,KY,Herbs,4.0
Boone,KY,Lettuce,8.0
Boone,KY,Melons,56.0
Boone,KY,Okra,6.0
Boone,KY,Onions,20.0
Boone,KY,Peppers,78.0
Boone,KY,Potatoes,42.0
Boone,KY,Pumpkins,94.0
Boone,KY,Radishes,12.0
Boone,KY,Spinach,12.0
Boone,KY,Squash,96.0
Boone,KY,Sweet corn,180.0
Boone,KY,Sweet potatoes,6.0
Boone,KY,Tomatoes,122.0
Boone,KY,Turnips,16.0
Boone,KY,Vegetable totals,855715.0
Boone,KY,"Vegetables, other",22.0
Boone,MO,Asparagus,2.0
Boone,MO,Beans,42.0
Boone,MO,Beets,17.0
Boone,MO,Broccoli,4.0
Boone,MO,Cabbage,19.0
Boone,MO,Carrots,22.0
Boone,MO,Celery,2.0
Boone,MO,Cucumbers,29.0
Boone,MO,Daikon,5.0
Boone,MO,Eggplant,16.0
Boone,MO,Escarole & endive,4.0
Boone,MO,Garlic,20.0
Boone,MO,Ginger root,4.0
Boone,MO,Greens,43.0
Boone,MO,Herbs,18.0
Boone,MO,Horseradish,2.0
Boone,MO,Lettuce,54.0
Boone,MO,Melons,33.0
Boone,MO,Okra,13.0
Boone,MO,Onions,34.0
Boone,MO,Parsley,2.0
Boone,MO,Peas,8.0
Boone,MO,Peppers,63.0
Boone,MO,Potatoes,27.0
Boone,MO,Pumpkins,88.0
Boone,MO,Radishes,13.0
Boone,MO,Spinach,7.0
Boone,MO,Squash,83.0
Boone,MO,Sweet corn,21.0
Boone,MO,Sweet potatoes,17.0
Boone,MO,Tomatoes,71.0
Boone,MO,Turnips,19.0
Boone,MO,Vegetable totals,610.0
Boone,MO,"Vegetables, other",8.0
Boone,NE,Beans,6.0
Boone,NE,Broccoli,6.0
Boone,NE,Carrots,6.0
Boone,NE,Cucumbers,6.0
Boone,NE,Lettuce,12.0
Boone,NE,Peas,6.0
Boone,NE,Peppers,6.0
Boone,NE,Potatoes,6.0
Boone,NE,Vegetable totals,15026.0
Boone,WV,Beans,12.0
Boone,WV,Beets,26.0
Boone,WV,Broccoli,14.0
Boone,WV,Cucumbers,14.0
Boone,WV,Greens,28.0
Boone,WV,Lettuce,42.0
Boone,WV,Potatoes,15.0
Boone,WV,Tomatoes,2.0
Boone,WV,Vegetable totals,32088.0
Bosque,TX,Asparagus,4.0
Bosque,TX,Beans,4.0
Bosque,TX,Broccoli,4.0
Bosque,TX,Cabbage,4.0
Bosque,TX,Cauliflower,4.0
Bosque,TX,Cucumbers,4.0
Bosque,TX,Eggplant,4.0
Bosque,TX,Garlic,4.0
Bosque,TX,Greens,8.0
Bosque,TX,Herbs,4.0
Bosque,TX,Lettuce,8.0
Bosque,TX,Melons,4.0
Bosque,TX,Okra,2.0
Bosque,TX,Onions,4.0
Bosque,TX,Peppers,4.0
Bosque,TX,Squash,4.0
Bosque,TX,Tomatoes,6.0
Bosque,TX,Vegetable totals,3025.0
Bossier,LA,Asparagus,4.0
Bossier,LA,Beans,24.0
Bossier,LA,Broccoli,14.0
Bossier,LA,Brussels sprouts,14.0
Bossier,LA,Cabbage,10.0
Bossier,LA,Cucumbers,22.0
Bossier,LA,Eggplant,9.0
Bossier,LA,Garlic,4.0
Bossier,LA,Greens,68.0
Bossier,LA,Herbs,4.0
Bossier,LA,Lettuce,12.0
Bossier,LA,Melons,43.0
Bossier,LA,Okra,25.0
Bossier,LA,Onions,28.0
Bossier,LA,Peas,105.0
Bossier,LA,Peppers,114.0
Bossier,LA,Potatoes,24.0
Bossier,LA,Radishes,4.0
Bossier,LA,Squash,139.0
Bossier,LA,Sweet corn,24.0
Bossier,LA,Sweet potatoes,24.0
Bossier,LA,Tomatoes,125.0
Bossier,LA,Turnips,4.0
Bossier,LA,Vegetable totals,634777.0
Bossier,LA,"Vegetables, other",4.0
Botetourt,VA,Beans,2.0
Botetourt,VA,Cucumbers,2.0
Botetourt,VA,Melons,4.0
Botetourt,VA,Potatoes,2.0
Botetourt,VA,Pumpkins,28.0
Botetourt,VA,Squash,32.0
Botetourt,VA,Sweet corn,4.0
Botetourt,VA,Tomatoes,2.0
Botetourt,VA,Vegetable totals,98.0
Bottineau,ND,Asparagus,2.0
Bottineau,ND,Beans,2.0
Bottineau,ND,Beets,2.0
Bottineau,ND,Cucumbers,2.0
Bottineau,ND,Greens,2.0
Bottineau,ND,Herbs,2.0
Bottineau,ND,Melons,2.0
Bottineau,ND,Onions,2.0
Bottineau,ND,Peppers,2.0
Bottineau,ND,Potatoes,2.0
