County,State,Commodity,Value
Colusa,CA,HAY,103591.0
Colusa,CA,HAY & HAYLAGE,52050.0
Colusa,CA,HAYLAGE,4.0
Colusa,CA,LEGUMES,2.0
Colusa,CA,PEAS,77135.0
Colusa,CA,RICE,152170675.0
Colusa,CA,SAFFLOWER,1421479.0
Colusa,CA,SORGHUM,4.0
Colusa,CA,SUNFLOWER,15469834.0
Colusa,CA,WHEAT,1051364.0
Comal,TX,CORN,110782.0
Comal,TX,"FIELD CROPS, OTHER",302071.0
Comal,TX,GRAIN,117021.0
Comal,TX,HAY,24234.0
Comal,TX,HAY & HAYLAGE,12768.0
Comal,TX,HAYLAGE,1496.0
Comal,TX,OATS,465.0
Comal,TX,SORGHUM,3.0
Comal,TX,WHEAT,25910.0
Comanche,KS,CORN,289608.0
Comanche,KS,"FIELD CROPS, OTHER",979040.0
Comanche,KS,GRAIN,15398097.0
Comanche,KS,GRASSES & LEGUMES TOTALS,2.0
Comanche,KS,HAY,91800.0
Comanche,KS,HAY & HAYLAGE,47937.0
Comanche,KS,HAYLAGE,5704.0
Comanche,KS,LEGUMES,2.0
Comanche,KS,OATS,3.0
Comanche,KS,SESAME,1.0
Comanche,KS,SORGHUM,6937516.0
Comanche,KS,SOYBEANS,1160452.0
Comanche,KS,TRITICALE,1.0
Comanche,KS,WHEAT,12205264.0
Comanche,OK,CANOLA,948905.0
Comanche,OK,CORN,280530.0
Comanche,OK,COTTON,9798460.0
Comanche,OK,"FIELD CROPS, OTHER",3337239.0
Comanche,OK,GRAIN,2488113.0
Comanche,OK,HAY,192489.0
Comanche,OK,HAY & HAYLAGE,98847.0
Comanche,OK,HAYLAGE,7550.0
Comanche,OK,PEANUTS,3.0
Comanche,OK,RYE,1.0
Comanche,OK,SORGHUM,4793.0
Comanche,OK,SOYBEANS,3.0
Comanche,OK,WHEAT,2973236.0
Comanche,TX,CORN,3369962.0
Comanche,TX,COTTON,2433204.0
Comanche,TX,"FIELD CROPS, OTHER",5157301.0
Comanche,TX,GRAIN,4340058.0
Comanche,TX,HAY,284394.0
Comanche,TX,HAY & HAYLAGE,170967.0
Comanche,TX,HAYLAGE,52902.0
Comanche,TX,OATS,79789.0
Comanche,TX,PEANUTS,5650202.0
Comanche,TX,RYE,2.0
Comanche,TX,SORGHUM,38831.0
Comanche,TX,SOYBEANS,6.0
Comanche,TX,WHEAT,554230.0
Concho,TX,BARLEY,427.0
Concho,TX,CORN,385523.0
Concho,TX,COTTON,9050164.0
Concho,TX,"FIELD CROPS, OTHER",327030.0
Concho,TX,GRAIN,4120069.0
Concho,TX,HAY,22580.0
Concho,TX,HAY & HAYLAGE,23664.0
Concho,TX,HAYLAGE,1652.0
Concho,TX,OATS,9132.0
Concho,TX,SESAME,1.0
Concho,TX,SORGHUM,1024535.0
Concho,TX,TRITICALE,1.0
Concho,TX,WHEAT,4338874.0
Concordia,LA,CORN,14136041.0
Concordia,LA,COTTON,10192726.0
Concordia,LA,"FIELD CROPS, OTHER",338026.0
Concordia,LA,GRAIN,87388121.0
Concordia,LA,HAY,8569.0
Concordia,LA,HAY & HAYLAGE,8566.0
Concordia,LA,HAYLAGE,2.0
Concordia,LA,MILLET,2.0
Concordia,LA,OATS,2.0
Concordia,LA,RICE,872933.0
Concordia,LA,SORGHUM,3.0
Concordia,LA,SOYBEANS,73757234.0
Conecuh,AL,CORN,797965.0
Conecuh,AL,COTTON,6507014.0
Conecuh,AL,"FIELD CROPS, OTHER",1321076.0
Conecuh,AL,GRAIN,939025.0
Conecuh,AL,HAY,48912.0
Conecuh,AL,HAY & HAYLAGE,25025.0
Conecuh,AL,HAYLAGE,691.0
Conecuh,AL,OATS,58527.0
Conecuh,AL,PEANUTS,2839743.0
Conecuh,AL,SOYBEANS,5935.0
Conecuh,AL,WHEAT,8.0
Conejos,CO,BARLEY,3583187.0
Conejos,CO,CORN,3994.0
Conejos,CO,"FIELD CROPS, OTHER",27073308.0
Conejos,CO,GRAIN,138069.0
Conejos,CO,GRASSES & LEGUMES TOTALS,4.0
Conejos,CO,HAY,818427.0
Conejos,CO,HAY & HAYLAGE,423595.0
Conejos,CO,HAYLAGE,47972.0
Conejos,CO,LEGUMES,4.0
Conejos,CO,OATS,86390.0
Conejos,CO,WHEAT,207994.0
Contra costa,CA,CORN,16.0
Contra costa,CA,"FIELD CROPS, OTHER",48.0
Contra costa,CA,GRAIN,5574010.0
Contra costa,CA,HAY,55056.0
Contra costa,CA,HAY & HAYLAGE,27580.0
Contra costa,CA,SAFFLOWER,3.0
Contra costa,CA,WHEAT,14.0
Converse,WY,BARLEY,12326.0
Converse,WY,BEANS,3.0
Converse,WY,CORN,1562507.0
Converse,WY,"FIELD CROPS, OTHER",5276102.0
Converse,WY,GRAIN,1672019.0
Converse,WY,HAY,431574.0
Converse,WY,HAY & HAYLAGE,218471.0
Converse,WY,HAYLAGE,3112.0
Converse,WY,OATS,5.0
Converse,WY,TRITICALE,2.0
Converse,WY,WHEAT,4.0
Conway,AR,CORN,2460320.0
Conway,AR,"FIELD CROPS, OTHER",3000299.0
Conway,AR,GRAIN,11515034.0
Conway,AR,HAY,239260.0
Conway,AR,HAY & HAYLAGE,124222.0
Conway,AR,HAYLAGE,16574.0
Conway,AR,RICE,117542.0
Conway,AR,SOYBEANS,8649657.0
Conway,AR,WHEAT,225284.0
Cook,GA,CORN,1644674.0
Cook,GA,COTTON,9761134.0
Cook,GA,"FIELD CROPS, OTHER",12568084.0
Cook,GA,GRAIN,1562031.0
Cook,GA,HAY,18722.0
Cook,GA,HAY & HAYLAGE,9948.0
Cook,GA,HAYLAGE,2184.0
Cook,GA,OATS,2.0
Cook,GA,PEANUTS,53516538.0
Cook,GA,RYE,13002.0
Cook,GA,SOYBEANS,6.0
Cook,GA,TOBACCO,3609501.0
Cook,GA,WHEAT,4.0
Cook,IL,CORN,1560297.0
Cook,IL,"FIELD CROPS, OTHER",120017.0
Cook,IL,GRAIN,4040.0
Cook,IL,HAY,4865.0
Cook,IL,HAY & HAYLAGE,2803.0
Cook,IL,HAYLAGE,102.0
Cook,IL,OATS,2014.0
Cook,IL,SOYBEANS,252335.0
Cook,IL,WHEAT,63256.0
Cook,MN,"FIELD CROPS, OTHER",10.0
Cook,MN,HAY,14.0
Cook,MN,HAY & HAYLAGE,16.0
Cook,MN,HAYLAGE,6.0
Cook,MN,MAPLE SYRUP,6.0
Cooke,TX,BARLEY,3.0
Cooke,TX,CORN,1679431.0
Cooke,TX,COTTON,7.0
Cooke,TX,"FIELD CROPS, OTHER",3420540.0
Cooke,TX,GRAIN,5369138.0
Cooke,TX,HAY,329122.0
Cooke,TX,HAY & HAYLAGE,168855.0
Cooke,TX,HAYLAGE,11130.0
Cooke,TX,OATS,120633.0
Cooke,TX,SORGHUM,2068501.0
Cooke,TX,SOYBEANS,528118.0
Cooke,TX,TRITICALE,1.0
Cooke,TX,WHEAT,2346822.0
Cooper,MO,CORN,33051147.0
Cooper,MO,"FIELD CROPS, OTHER",1412239.0
Cooper,MO,GRAIN,60868353.0
Cooper,MO,HAY,150363.0
Cooper,MO,HAY & HAYLAGE,88129.0
Cooper,MO,HAYLAGE,43617.0
Cooper,MO,MISCANTHUS,1.0
Cooper,MO,OATS,2.0
Cooper,MO,RYE,2468.0
Cooper,MO,SORGHUM,115465.0
Cooper,MO,SOYBEANS,34656000.0
Cooper,MO,TRITICALE,1.0
Cooper,MO,WHEAT,6120698.0
Coos,NH,CORN,32530.0
Coos,NH,"FIELD CROPS, OTHER",1831097.0
Coos,NH,GRAIN,6.0
Coos,NH,HAY,21390.0
Coos,NH,HAY & HAYLAGE,25803.0
Coos,NH,HAYLAGE,27796.0
Coos,NH,MAPLE SYRUP,1101173.0
Coos,NH,SOYBEANS,6.0
Coos,OR,CORN,4.0
Coos,OR,"FIELD CROPS, OTHER",1743138.0
Coos,OR,GRAIN,2.0
Coos,OR,GRASSES,9.0
Coos,OR,GRASSES & LEGUMES TOTALS,23.0
Coos,OR,HAY,31617.0
Coos,OR,HAY & HAYLAGE,40062.0
Coos,OR,HAYLAGE,44480.0
Coos,OR,LEGUMES,2.0
Coos,OR,SORGHUM,3.0
Coos,OR,WHEAT,4.0
Coosa,AL,CORN,571.0
Coosa,AL,"FIELD CROPS, OTHER",168025.0
Coosa,AL,GRAIN,7.0
Coosa,AL,HAY,9553.0
Coosa,AL,HAY & HAYLAGE,9654.0
Coosa,AL,HAYLAGE,266.0
Copiah,MS,CORN,129724.0
Copiah,MS,COTTON,8.0
Copiah,MS,"FIELD CROPS, OTHER",1374145.0
Copiah,MS,GRAIN,601004.0
Copiah,MS,HAY,60606.0
Copiah,MS,HAY & HAYLAGE,32543.0
Copiah,MS,HAYLAGE,6.0
Copiah,MS,PEANUTS,6.0
Copiah,MS,SOYBEANS,3.0
Corson,SD,BARLEY,6.0
Corson,SD,CANOLA,1.0
Corson,SD,CHICKPEAS,24248.0
Corson,SD,CORN,11817052.0
Corson,SD,"FIELD CROPS, OTHER",1763064.0
Corson,SD,FLAXSEED,8403.0
Corson,SD,GRAIN,45603172.0
Corson,SD,GRASSES & LEGUMES TOTALS,1.0
Corson,SD,HAY,527928.0
Corson,SD,HAY & HAYLAGE,267373.0
Corson,SD,HAYLAGE,11176.0
Corson,SD,LEGUMES,1.0
Corson,SD,MILLET,25040.0
Corson,SD,OATS,83844.0
Corson,SD,PEAS,6878.0
Corson,SD,RYE,4.0
Corson,SD,SORGHUM,2789.0
Corson,SD,SOYBEANS,1848964.0
Corson,SD,SUNFLOWER,142682925.0
Corson,SD,WHEAT,10165273.0
Cortland,NY,BARLEY,19200.0
Cortland,NY,BUCKWHEAT,1513.0
Cortland,NY,CORN,4797843.0
Cortland,NY,"FIELD CROPS, OTHER",7287222.0
Cortland,NY,GRAIN,4568110.0
Cortland,NY,HAY,106659.0
Cortland,NY,HAY & HAYLAGE,118262.0
Cortland,NY,HAYLAGE,243143.0
Cortland,NY,HOPS,11284.0
Cortland,NY,MAPLE SYRUP,455577.0
Cortland,NY,OATS,10173.0
Cortland,NY,RYE,2397.0
Cortland,NY,SOYBEANS,707957.0
Cortland,NY,TRITICALE,1.0
Cortland,NY,WHEAT,91390.0
Coryell,TX,CORN,710548.0
Coryell,TX,COTTON,12.0
Coryell,TX,"FIELD CROPS, OTHER",1269185.0
Coryell,TX,GRAIN,6099097.0
Coryell,TX,HAY,113074.0
Coryell,TX,HAY & HAYLAGE,62348.0
Coryell,TX,HAYLAGE,16694.0
Coryell,TX,OATS,177107.0
Coryell,TX,SORGHUM,2139297.0
Coryell,TX,SOYBEANS,2085093.0
Coryell,TX,SUNFLOWER,940825.0
Coryell,TX,WHEAT,1167712.0
Coshocton,OH,BARLEY,3.0
Coshocton,OH,CORN,20686599.0
Coshocton,OH,"FIELD CROPS, OTHER",4384524.0
Coshocton,OH,GRAIN,25993326.0
Coshocton,OH,HAY,159316.0
Coshocton,OH,HAY & HAYLAGE,95782.0
Coshocton,OH,HAYLAGE,54704.0
Coshocton,OH,MAPLE SYRUP,11130.0
Coshocton,OH,OATS,17620.0
Coshocton,OH,RYE,2.0
Coshocton,OH,SORGHUM,1.0
Coshocton,OH,SOYBEANS,9997047.0
Coshocton,OH,WHEAT,968954.0
Costilla,CO,BARLEY,3435010.0
Costilla,CO,BEANS,6.0
Costilla,CO,CANOLA,1.0
Costilla,CO,"FIELD CROPS, OTHER",7550122.0
Costilla,CO,GRAIN,16.0
Costilla,CO,HAY,214906.0
Costilla,CO,HAY & HAYLAGE,110227.0
Costilla,CO,HAYLAGE,4546.0
Costilla,CO,WHEAT,1420912.0
Cottle,TX,COTTON,8828642.0
Cottle,TX,"FIELD CROPS, OTHER",9.0
Cottle,TX,GRAIN,1069015.0
Cottle,TX,HAY,43196.0
Cottle,TX,HAY & HAYLAGE,24495.0
Cottle,TX,HAYLAGE,2.0
Cottle,TX,SESAME,1.0
Cottle,TX,SORGHUM,2.0
Cottle,TX,WHEAT,258159.0
Cotton,OK,CANOLA,5298093.0
Cotton,OK,CORN,288579.0
Cotton,OK,COTTON,2566556.0
Cotton,OK,"FIELD CROPS, OTHER",53.0
Cotton,OK,GRAIN,8156136.0
Cotton,OK,HAY,100501.0
Cotton,OK,HAY & HAYLAGE,50655.0
Cotton,OK,HAYLAGE,1024.0
Cotton,OK,OATS,2.0
Cotton,OK,RYE,1.0
Cotton,OK,SORGHUM,966941.0
Cotton,OK,WHEAT,9269544.0
Cottonwood,MN,BARLEY,12535.0
Cottonwood,MN,CORN,146010237.0
Cottonwood,MN,"FIELD CROPS, OTHER",87.0
Cottonwood,MN,GRAIN,190760534.0
Cottonwood,MN,HAY,22664.0
Cottonwood,MN,HAY & HAYLAGE,14579.0
Cottonwood,MN,HAYLAGE,11714.0
Cottonwood,MN,OATS,12603.0
Cottonwood,MN,SOYBEANS,87615584.0
Cottonwood,MN,SUGARBEETS,2.0
Cottonwood,MN,WHEAT,701406.0
Covington,AL,CORN,1491922.0
Covington,AL,COTTON,7949456.0
Covington,AL,"FIELD CROPS, OTHER",7836206.0
Covington,AL,GRAIN,1730055.0
Covington,AL,HAY,75641.0
Covington,AL,HAY & HAYLAGE,62685.0
Covington,AL,HAYLAGE,4534.0
Covington,AL,OATS,32059.0
Covington,AL,PEANUTS,24648611.0
Covington,AL,PEAS,1.0
Covington,AL,SORGHUM,8.0
Covington,AL,SOYBEANS,302932.0
Covington,AL,WHEAT,16634.0
Covington,MS,CORN,5661.0
Covington,MS,COTTON,8.0
Covington,MS,"FIELD CROPS, OTHER",1252093.0
Covington,MS,GRAIN,531012.0
Covington,MS,GRASSES,2.0
Covington,MS,GRASSES & LEGUMES TOTALS,2.0
Covington,MS,HAY,26248.0
Covington,MS,HAY & HAYLAGE,27240.0
Covington,MS,HAYLAGE,3694.0
Covington,MS,PEANUTS,2.0
Covington,MS,SOYBEANS,530919.0
Covington,MS,WHEAT,8.0
Coweta,GA,BARLEY,6.0
Coweta,GA,CORN,358261.0
Coweta,GA,"FIELD CROPS, OTHER",728078.0
Coweta,GA,GRAIN,516022.0
Coweta,GA,HAY,37950.0
Coweta,GA,HAY & HAYLAGE,23383.0
Coweta,GA,HAYLAGE,15944.0
Coweta,GA,OATS,25708.0
Coweta,GA,SORGHUM,3.0
Coweta,GA,SOYBEANS,3.0
Coweta,GA,WHEAT,116404.0
Cowley,KS,BARLEY,3.0
Cowley,KS,CORN,9171275.0
Cowley,KS,COTTON,5428068.0
Cowley,KS,"FIELD CROPS, OTHER",1891247.0
Cowley,KS,GRAIN,46474370.0
Cowley,KS,HAY,139906.0
Cowley,KS,HAY & HAYLAGE,84755.0
Cowley,KS,HAYLAGE,24497.0
Cowley,KS,OATS,2.0
Cowley,KS,SORGHUM,2427572.0
Cowley,KS,SOYBEANS,30528250.0
Cowley,KS,SUNFLOWER,6.0
Cowley,KS,WHEAT,15833028.0
Cowlitz,WA,BARLEY,10.0
Cowlitz,WA,CORN,8.0
Cowlitz,WA,"FIELD CROPS, OTHER",3520071.0
Cowlitz,WA,GRAIN,8.0
Cowlitz,WA,GRASSES,6054260.0
Cowlitz,WA,GRASSES & LEGUMES TOTALS,3610.0
Cowlitz,WA,HAY,16494.0
Cowlitz,WA,HAY & HAYLAGE,10515.0
Cowlitz,WA,HAYLAGE,3750.0
Cowlitz,WA,OATS,2.0
Cowlitz,WA,WHEAT,127640.0
Craig,OK,BARLEY,3.0
Craig,OK,CORN,2337352.0
Craig,OK,"FIELD CROPS, OTHER",2945338.0
Craig,OK,GRAIN,5846072.0
Craig,OK,GRASSES & LEGUMES TOTALS,1.0
Craig,OK,HAY,332188.0
Craig,OK,HAY & HAYLAGE,171626.0
Craig,OK,HAYLAGE,16370.0
Craig,OK,LEGUMES,1.0
Craig,OK,OATS,19284.0
Craig,OK,SORGHUM,91163.0
Craig,OK,SOYBEANS,3523599.0
Craig,OK,WHEAT,1162914.0
Craig,VA,CORN,45550.0
Craig,VA,"FIELD CROPS, OTHER",474070.0
Craig,VA,GRAIN,154008.0
Craig,VA,HAY,40039.0
Craig,VA,HAY & HAYLAGE,24878.0
Craig,VA,HAYLAGE,15888.0
Craig,VA,SOYBEANS,3.0
Craig,VA,WHEAT,4.0
Craighead,AR,CORN,28965529.0
Craighead,AR,COTTON,60596360.0
Craighead,AR,"FIELD CROPS, OTHER",8977083.0
Craighead,AR,GRAIN,121675220.0
Craighead,AR,HAY,23362.0
Craighead,AR,HAY & HAYLAGE,11788.0
Craighead,AR,PEANUTS,42039780.0
Craighead,AR,RICE,42545325.0
Craighead,AR,SORGHUM,3.0
Craighead,AR,SOYBEANS,65026553.0
Craighead,AR,WHEAT,598962.0
Craven,NC,CORN,15711734.0
Craven,NC,COTTON,1784152.0
Craven,NC,"FIELD CROPS, OTHER",2453035.0
Craven,NC,GRAIN,21981081.0
Craven,NC,HAY,4446.0
Craven,NC,HAY & HAYLAGE,4927.0
Craven,NC,HAYLAGE,788.0
Craven,NC,PEANUTS,8488920.0
Craven,NC,SORGHUM,6.0
Craven,NC,SOYBEANS,9863561.0
Craven,NC,TOBACCO,9525398.0
Craven,NC,WHEAT,224112.0
Crawford,AR,CORN,1010988.0
Crawford,AR,"FIELD CROPS, OTHER",1843233.0
Crawford,AR,GRAIN,6397030.0
Crawford,AR,HAY,67613.0
Crawford,AR,HAY & HAYLAGE,67859.0
Crawford,AR,HAYLAGE,4.0
Crawford,AR,SESAME,2.0
Crawford,AR,SOYBEANS,5899724.0
Crawford,AR,WHEAT,167328.0
Crawford,GA,CORN,3.0
Crawford,GA,COTTON,4.0
Crawford,GA,"FIELD CROPS, OTHER",420040.0
Crawford,GA,GRAIN,5.0
Crawford,GA,HAY,9176.0
Crawford,GA,HAY & HAYLAGE,10604.0
Crawford,GA,HAYLAGE,5030.0
Crawford,GA,SORGHUM,3.0
Crawford,GA,SOYBEANS,6.0
Crawford,GA,SUNFLOWER,3.0
Crawford,GA,WHEAT,4.0
Crawford,IL,CORN,65518195.0
Crawford,IL,"FIELD CROPS, OTHER",442072.0
Crawford,IL,GRAIN,97563314.0
Crawford,IL,HAY,17100.0
Crawford,IL,HAY & HAYLAGE,8710.0
Crawford,IL,HAYLAGE,113.0
Crawford,IL,SORGHUM,133203.0
Crawford,IL,SOYBEANS,50323549.0
Crawford,IL,WHEAT,3207402.0
Crawford,IN,CORN,1496938.0
Crawford,IN,"FIELD CROPS, OTHER",841158.0
Crawford,IN,GRAIN,2912050.0
Crawford,IN,HAY,43319.0
Crawford,IN,HAY & HAYLAGE,23319.0
Crawford,IN,HAYLAGE,4522.0
Crawford,IN,OATS,2692.0
Crawford,IN,SOYBEANS,1916096.0
Crawford,IA,CORN,189644779.0
Crawford,IA,"FIELD CROPS, OTHER",1327158.0
Crawford,IA,GRAIN,219959597.0
Crawford,IA,HAY,112313.0
Crawford,IA,HAY & HAYLAGE,57518.0
Crawford,IA,HAYLAGE,4056.0
Crawford,IA,OATS,16497.0
Crawford,IA,RYE,2.0
Crawford,IA,SOYBEANS,83726730.0
Crawford,IA,WHEAT,346044.0
Crawford,KS,CORN,30339433.0
Crawford,KS,"FIELD CROPS, OTHER",1848233.0
Crawford,KS,GRAIN,60136260.0
Crawford,KS,GRASSES,2.0
Crawford,KS,GRASSES & LEGUMES TOTALS,5.0
Crawford,KS,HAY,156438.0
Crawford,KS,HAY & HAYLAGE,83664.0
Crawford,KS,HAYLAGE,17402.0
Crawford,KS,LEGUMES,38003.0
Crawford,KS,OATS,8941.0
Crawford,KS,SORGHUM,526814.0
Crawford,KS,SOYBEANS,34178861.0
Crawford,KS,WHEAT,8707876.0
Crawford,MI,CORN,6.0
Crawford,MI,"FIELD CROPS, OTHER",8.0
Crawford,MI,GRAIN,4.0
Crawford,MI,HAY,1136.0
Crawford,MI,HAY & HAYLAGE,605.0
Crawford,MI,HAYLAGE,6.0
Crawford,MI,OATS,4.0
Crawford,MO,CORN,892363.0
Crawford,MO,"FIELD CROPS, OTHER",1030175.0
Crawford,MO,GRAIN,1279020.0
Crawford,MO,HAY,112405.0
Crawford,MO,HAY & HAYLAGE,63616.0
Crawford,MO,HAYLAGE,23237.0
Crawford,MO,SOYBEANS,587112.0
Crawford,MO,WHEAT,88332.0
Crawford,OH,BARLEY,8.0
Crawford,OH,CORN,70780036.0
Crawford,OH,"FIELD CROPS, OTHER",1143121.0
Crawford,OH,GRAIN,113973463.0
Crawford,OH,HAY,32647.0
Crawford,OH,HAY & HAYLAGE,19984.0
Crawford,OH,HAYLAGE,6610.0
Crawford,OH,HOPS,2.0
Crawford,OH,MAPLE SYRUP,42755.0
Crawford,OH,OATS,2.0
Crawford,OH,RYE,2263.0
Crawford,OH,SORGHUM,2.0
Crawford,OH,SOYBEANS,61103788.0
Crawford,OH,WHEAT,5187696.0
Crawford,PA,BARLEY,21370.0
Crawford,PA,BUCKWHEAT,2.0
Crawford,PA,CORN,14920454.0
Crawford,PA,"FIELD CROPS, OTHER",12189483.0
Crawford,PA,GRAIN,20244397.0
Crawford,PA,GRASSES,1.0
Crawford,PA,GRASSES & LEGUMES TOTALS,2.0
Crawford,PA,"GRASSES & LEGUMES, OTHER",1.0
Crawford,PA,HAY,233368.0
Crawford,PA,HAY & HAYLAGE,187384.0
Crawford,PA,HAYLAGE,267144.0
Crawford,PA,MAPLE SYRUP,1115197.0
Crawford,PA,OATS,87288.0
Crawford,PA,PEAS,1.0
Crawford,PA,POPCORN,2.0
Crawford,PA,RYE,10639.0
Crawford,PA,SORGHUM,1.0
Crawford,PA,SOYBEANS,8658983.0
Crawford,PA,SUNFLOWER,3.0
Crawford,PA,TRITICALE,1.0
Crawford,PA,WHEAT,309641.0
Crawford,WI,BARLEY,6778.0
Crawford,WI,BEANS,2.0
Crawford,WI,BUCKWHEAT,1.0
Crawford,WI,CANOLA,1.0
Crawford,WI,CORN,20192120.0
Crawford,WI,"FIELD CROPS, OTHER",3040334.0
Crawford,WI,GRAIN,22757453.0
Crawford,WI,HAY,176110.0
Crawford,WI,HAY & HAYLAGE,120514.0
Crawford,WI,HAYLAGE,118010.0
Crawford,WI,MAPLE SYRUP,1224.0
Crawford,WI,OATS,56950.0
Crawford,WI,RYE,3746.0
Crawford,WI,SOYBEANS,7753412.0
Crawford,WI,SUNFLOWER,3.0
Crawford,WI,WHEAT,220838.0
Creek,OK,CORN,168797.0
Creek,OK,"FIELD CROPS, OTHER",1568417.0
Creek,OK,GRAIN,398011.0
Creek,OK,HAY,171289.0
Creek,OK,HAY & HAYLAGE,87074.0
Creek,OK,HAYLAGE,2464.0
Creek,OK,OATS,2.0
Creek,OK,SOYBEANS,168939.0
Creek,OK,WHEAT,67620.0
Crenshaw,AL,CORN,855182.0
Crenshaw,AL,COTTON,8.0
Crenshaw,AL,"FIELD CROPS, OTHER",1587116.0
Crenshaw,AL,GRAIN,754037.0
Crenshaw,AL,HAY,43868.0
Crenshaw,AL,HAY & HAYLAGE,44946.0
Crenshaw,AL,HAYLAGE,3444.0
Crenshaw,AL,OATS,2.0
Crenshaw,AL,PEANUTS,2253363.0
Crenshaw,AL,PEAS,1.0
Crenshaw,AL,SOYBEANS,3559.0
Crenshaw,AL,WHEAT,4.0
Crisp,GA,CORN,870152.0
Crisp,GA,COTTON,20256490.0
Crisp,GA,"FIELD CROPS, OTHER",11041065.0
Crisp,GA,GRAIN,1101036.0
Crisp,GA,HAY,13584.0
Crisp,GA,HAY & HAYLAGE,6865.0
Crisp,GA,HAYLAGE,2.0
Crisp,GA,OATS,5.0
Crisp,GA,PEANUTS,51547795.0
Crisp,GA,RYE,7625.0
Crisp,GA,SORGHUM,50009.0
Crisp,GA,SOYBEANS,18336.0
Crisp,GA,SUNFLOWER,3052.0
Crisp,GA,WHEAT,237206.0
Crittenden,AR,CORN,10475305.0
Crittenden,AR,COTTON,15893888.0
Crittenden,AR,"FIELD CROPS, OTHER",421010.0
Crittenden,AR,GRAIN,147882159.0
Crittenden,AR,HAY,4814.0
Crittenden,AR,HAY & HAYLAGE,2421.0
Crittenden,AR,PEANUTS,3.0
Crittenden,AR,RICE,26999114.0
Crittenden,AR,SORGHUM,389112.0
Crittenden,AR,SOYBEANS,124164092.0
Crittenden,AR,WHEAT,3449974.0
Crittenden,KY,CORN,16569502.0
Crittenden,KY,"FIELD CROPS, OTHER",1387166.0
Crittenden,KY,GRAIN,25383080.0
Crittenden,KY,HAY,96403.0
Crittenden,KY,HAY & HAYLAGE,53932.0
Crittenden,KY,HAYLAGE,9956.0
Crittenden,KY,MAPLE SYRUP,6244.0
Crittenden,KY,OATS,1145.0
Crittenden,KY,SORGHUM,8.0
Crittenden,KY,SOYBEANS,10983377.0
Crittenden,KY,WHEAT,3159110.0
Crockett,TN,CANOLA,1.0
Crockett,TN,CORN,15842452.0
Crockett,TN,COTTON,30146044.0
Crockett,TN,"FIELD CROPS, OTHER",50.0
Crockett,TN,GRAIN,47269127.0
Crockett,TN,HAY,32380.0
Crockett,TN,HAY & HAYLAGE,17104.0
Crockett,TN,HAYLAGE,1275.0
Crockett,TN,RYE,2388.0
Crockett,TN,SOYBEANS,32923634.0
Crockett,TN,WHEAT,7101920.0
Crockett,TX,"FIELD CROPS, OTHER",2.0
Crockett,TX,HAY,271.0
Crockett,TX,HAY & HAYLAGE,270.0
Crook,OR,"FIELD CROPS, OTHER",11379210.0
Crook,OR,GRAIN,268007.0
Crook,OR,HAY,352048.0
Crook,OR,HAY & HAYLAGE,179535.0
Crook,OR,HAYLAGE,3806.0
Crook,OR,MINT,12.0
Crook,OR,PEAS,1.0
Crook,OR,WHEAT,364268.0
Crook,WY,BARLEY,21782.0
Crook,WY,"FIELD CROPS, OTHER",3190109.0
Crook,WY,GRAIN,404025.0
Crook,WY,GRASSES & LEGUMES TOTALS,2.0
Crook,WY,"GRASSES & LEGUMES, OTHER",2.0
Crook,WY,HAY,315411.0
Crook,WY,HAY & HAYLAGE,160275.0
Crook,WY,HAYLAGE,6006.0
Crook,WY,OATS,2.0
Crook,WY,WHEAT,569796.0
Crosby,TX,CORN,1776481.0
Crosby,TX,COTTON,76604907.0
Crosby,TX,"FIELD CROPS, OTHER",14.0
Crosby,TX,GRAIN,5034026.0
Crosby,TX,HAY,2794.0
Crosby,TX,HAY & HAYLAGE,3336.0
Crosby,TX,HAYLAGE,2020.0
Crosby,TX,PEANUTS,3.0
Crosby,TX,SORGHUM,3417193.0
Crosby,TX,SUNFLOWER,3.0
Crosby,TX,WHEAT,331826.0
Cross,AR,CORN,12140729.0
Cross,AR,COTTON,6.0
Cross,AR,"FIELD CROPS, OTHER",8.0
Cross,AR,GRAIN,136315170.0
Cross,AR,HAY,9164.0
Cross,AR,HAY & HAYLAGE,4627.0
Cross,AR,HAYLAGE,2.0
Cross,AR,RICE,56084165.0
Cross,AR,SORGHUM,334067.0
Cross,AR,SOYBEANS,81817553.0
Cross,AR,WHEAT,1875000.0
Crow wing,MN,BEANS,3.0
Crow wing,MN,BUCKWHEAT,2.0
Crow wing,MN,CHICKPEAS,2.0
Crow wing,MN,CORN,4378320.0
Crow wing,MN,"FIELD CROPS, OTHER",1371251.0
Crow wing,MN,GRAIN,6467120.0
Crow wing,MN,GRASSES & LEGUMES TOTALS,2.0
Crow wing,MN,HAY,103147.0
Crow wing,MN,HAY & HAYLAGE,56001.0
Crow wing,MN,HAYLAGE,14453.0
Crow wing,MN,LEGUMES,4.0
Crow wing,MN,LENTILS,2.0
Crow wing,MN,MAPLE SYRUP,3633.0
Crow wing,MN,OATS,66888.0
Crow wing,MN,PEAS,2.0
Crow wing,MN,RYE,41500.0
Crow wing,MN,SOYBEANS,2466601.0
Crow wing,MN,SUNFLOWER,3.0
Crow wing,MN,TRITICALE,10441.0
Crow wing,MN,WHEAT,12.0
Crow wing,MN,WILD RICE,2.0
